Genre,Famille,Ordre,Classe,Règne,Groupe_Grand_Public,CD_REF,Nom scientifique,CD_NOM
Calcarius,Calcariidae,Passeriformes,Aves,Animalia,Oiseaux,4644,"Calcarius lapponicus (Linnaeus, 1758)",4644
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,3195,"Calidris alba (Pallas, 1764)",3195
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2911,"Calidris alpina (Linnaeus, 1758)",2911
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,3222,"Calidris bairdii (Coues, 1861)",3222
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,3192,"Calidris canutus (Linnaeus, 1758)",3192
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2901,"Calidris ferruginea (Pontoppidan, 1763)",2901
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2906,"Calidris maritima (Brunnich, 1764)",2906
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,3226,"Calidris melanotos (Vieillot, 1819)",3226
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,3206,"Calidris minuta (Leisler, 1812)",3206
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,199353,"Calidris ruficollis (Pallas, 1776)",199353
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,3210,"Calidris temminckii (Leisler, 1812)",3210
Callipepla,Odontophoridae,Galliformes,Aves,Animalia,Oiseaux,3014,"Callipepla californica (Shaw, 1798)",3014
Callonetta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,813757,"Callonetta leucophrys (Vieillot, 1816)",813757
Calonectris,Procellariidae,Procellariiformes,Aves,Animalia,Oiseaux,886117,"Calonectris borealis (Cory, 1881)",886117
Calonectris,Procellariidae,Procellariiformes,Aves,Animalia,Oiseaux,1009,"Calonectris diomedea (Scopoli, 1769)",1009
Caprimulgus,Caprimulgidae,Caprimulgiformes,Aves,Animalia,Oiseaux,3540,"Caprimulgus europaeus Linnaeus, 1758",3540
Linaria,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,889047,"Carduelis cannabina (Linnaeus, 1758)",4588
Carduelis,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4583,"Carduelis carduelis (Linnaeus, 1758)",4583
Chloris,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4582,"Carduelis chloris (Linnaeus, 1758)",4580
Acanthis,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,886230,"Carduelis flammea cabaret (Muller, 1776)",4598
Acanthis,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,886232,"Carduelis flammea flammea (Linnaeus, 1758)",4600
Acanthis,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4597,"Carduelis flammea (Linnaeus, 1758)",4595
Linaria,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,889042,"Carduelis flavirostris (Linnaeus, 1758)",4590
Spinus,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,889056,"Carduelis spinus (Linnaeus, 1758)",4586
Carduelis,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Carduelis Brisson, 1760",0
Carpodacus,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4616,"Carpodacus erythrinus (Pallas, 1770)",4616
Ardea,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2504,"Casmerodius albus (Linnaeus, 1758)",2502
Cecropis,Hirundinidae,Passeriformes,Aves,Animalia,Oiseaux,3701,"Cecropis daurica (Laxmann, 1769)",3701
Cepphus,Alcidae,Charadriiformes,Aves,Animalia,Oiseaux,3392,"Cepphus grylle (Linnaeus, 1758)",3392
Certhia,Certhiidae,Passeriformes,Aves,Animalia,Oiseaux,3791,"Certhia brachydactyla C.L. Brehm, 1820",3791
Certhia,Certhiidae,Passeriformes,Aves,Animalia,Oiseaux,3784,"Certhia familiaris Linnaeus, 1758",3784
Certhia,Certhiidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Certhia Linnaeus, 1758",0
Cettia,Scotocercidae,Passeriformes,Aves,Animalia,Oiseaux,4151,"Cettia cetti (Temminck, 1820)",4151
Charadrius,Charadriidae,Charadriiformes,Aves,Animalia,Oiseaux,3142,"Charadrius alexandrinus Linnaeus, 1758",3142
Charadrius,Charadriidae,Charadriiformes,Aves,Animalia,Oiseaux,3136,"Charadrius dubius Scopoli, 1786",3136
Charadrius,Charadriidae,Charadriiformes,Aves,Animalia,Oiseaux,3140,"Charadrius hiaticula Linnaeus, 1758",3140
Eudromias,Charadriidae,Charadriiformes,Aves,Animalia,Oiseaux,3153,"Charadrius morinellus Linnaeus, 1758",3155
Charadrius,Charadriidae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Charadrius Linnaeus, 1758",0
Chlidonias,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,459627,"Chlidonias hybrida (Pallas, 1811)",459627
Chlidonias,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3374,"Chlidonias leucopterus (Temminck, 1815)",3374
Chlidonias,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3371,"Chlidonias niger (Linnaeus, 1758)",3371
Chlidonias,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Chlidonias Rafinesque, 1822",0
Chroicocephalus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,534662,"Chroicocephalus genei (Breme, 1839)",534662
Chroicocephalus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,534682,"Chroicocephalus philadelphia (Ord, 1815)",534682
Chroicocephalus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,530157,"Chroicocephalus ridibundus (Linnaeus, 1766)",530157
Ciconia,Ciconiidae,Pelecaniformes,Aves,Animalia,Oiseaux,2517,"Ciconia ciconia (Linnaeus, 1758)",2517
Ciconia,Ciconiidae,Pelecaniformes,Aves,Animalia,Oiseaux,2514,"Ciconia nigra (Linnaeus, 1758)",2514
Ciconia,Ciconiidae,Pelecaniformes,Aves,Animalia,Oiseaux,0,"Ciconia Brisson, 1760",0
Cinclus,Cinclidae,Passeriformes,Aves,Animalia,Oiseaux,3958,"Cinclus cinclus (Linnaeus, 1758)",3958
Circaetus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2873,"Circaetus gallicus (Gmelin, 1788)",2873
Circus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2878,"Circus aeruginosus (Linnaeus, 1758)",2878
Circus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2881,"Circus cyaneus (Linnaeus, 1766)",2881
Circus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2884,"Circus macrourus (S. G. Gmelin, 1771)",2884
Circus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2887,"Circus pygargus (Linnaeus, 1758)",2887
Circus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,0,"Circus Lacepede, 1799",0
Cisticola,Cisticolidae,Passeriformes,Aves,Animalia,Oiseaux,4155,"Cisticola juncidis (Rafinesque, 1810)",4155
Clamator,Cuculidae,Cuculiformes,Aves,Animalia,Oiseaux,3461,"Clamator glandarius (Linnaeus, 1758)",3461
Clangula,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2790,"Clangula hyemalis (Linnaeus, 1758)",2790
Coccothraustes,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4625,"Coccothraustes coccothraustes (Linnaeus, 1758)",4625
Colinus,Odontophoridae,Galliformes,Aves,Animalia,Oiseaux,3017,"Colinus virginianus (Linnaeus, 1758)",3017
Columba,Columbidae,Columbiformes,Aves,Animalia,Oiseaux,3420,"Columba livia Gmelin, 1789",3420
Columba,Columbidae,Columbiformes,Aves,Animalia,Oiseaux,3422,"Columba oenas Linnaeus, 1758",3422
Columba,Columbidae,Columbiformes,Aves,Animalia,Oiseaux,3424,"Columba palumbus Linnaeus, 1758",3424
Columba,Columbidae,Columbiformes,Aves,Animalia,Oiseaux,0,"Columba Linnaeus, 1758",0
Coracias,Coraciidae,Coraciiformes,Aves,Animalia,Oiseaux,3586,"Coracias garrulus Linnaeus, 1758",3586
Corvus,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4510,"Corvus corax Linnaeus, 1758",4510
Corvus,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4505,"Corvus cornix Linnaeus, 1758",199414
Corvus,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4503,"Corvus corone Linnaeus, 1758",4503
Corvus,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4501,"Corvus frugilegus Linnaeus, 1758",4501
Corvus,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4494,"Corvus monedula Linnaeus, 1758",4494
Corvus,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,199413,"Corvus splendens Vieillot, 1817",199413
Corvus,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Corvus Linnaeus, 1758",0
Coturnix,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,2996,"Coturnix coturnix (Linnaeus, 1758)",2996
Crex,Rallidae,Gruiformes,Aves,Animalia,Oiseaux,3053,"Crex crex (Linnaeus, 1758)",3053
Cuculus,Cuculidae,Cuculiformes,Aves,Animalia,Oiseaux,3465,"Cuculus canorus Linnaeus, 1758",3465
Cursorius,Glareolidae,Charadriiformes,Aves,Animalia,Oiseaux,3125,"Cursorius cursor (Latham, 1787)",3125
Cyanistes,Paridae,Passeriformes,Aves,Animalia,Oiseaux,534742,"Cyanistes caeruleus (Linnaeus, 1758)",534742
Cygnus,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2702,"Cygnus atratus (Latham, 1790)",2702
Cygnus,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2714,"Cygnus columbianus bewickii Yarrell, 1830",2714
Cygnus,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2715,"Cygnus cygnus (Linnaeus, 1758)",2715
Cygnus,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2706,"Cygnus olor (Gmelin, 1789)",2706
Cygnus,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,0,"Cygnus Bartram, 1791",0
Delichon,Hirundinidae,Passeriformes,Aves,Animalia,Oiseaux,459478,"Delichon urbicum (Linnaeus, 1758)",459478
Dendrocopos,Picidae,Piciformes,Aves,Animalia,Oiseaux,3625,"Dendrocopos leucotos (Bechstein, 1803)",3625
Dendrocopos,Picidae,Piciformes,Aves,Animalia,Oiseaux,3611,"Dendrocopos major (Linnaeus, 1758)",3611
Dendrocopos,Picidae,Piciformes,Aves,Animalia,Oiseaux,3619,"Dendrocopos medius (Linnaeus, 1758)",3619
Dendrocopos,Picidae,Piciformes,Aves,Animalia,Oiseaux,3630,"Dendrocopos minor (Linnaeus, 1758)",3630
Dendrocygna,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2398,"Dendrocygna bicolor (Vieillot, 1816)",2398
Dendrocygna,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2399,"Dendrocygna viduata (Linnaeus, 1766)",2399
Dryocopus,Picidae,Piciformes,Aves,Animalia,Oiseaux,3608,"Dryocopus martius (Linnaeus, 1758)",3608
Egretta,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2497,"Egretta garzetta (Linnaeus, 1766)",2497
Egretta,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2494,"Egretta gularis (Bosc, 1792)",2494
Elanus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2836,"Elanus caeruleus (Desfontaines, 1789)",2836
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4686,"Emberiza calandra Linnaeus, 1758",4686
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4663,"Emberiza cia Linnaeus, 1766",4663
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4659,"Emberiza cirlus Linnaeus, 1766",4659
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4657,"Emberiza citrinella Linnaeus, 1758",4657
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4665,"Emberiza hortulana Linnaeus, 1758",4665
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,199522,"Emberiza leucocephalos S. G. Gmelin, 1771",199522
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4680,"Emberiza melanocephala Scopoli, 1769",4680
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4667,"Emberiza pusilla Pallas, 1776",4667
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4676,"Emberiza rustica Pallas, 1776",4676
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4673,"Emberiza schoeniclus witherbyi von Jordans, 1923",4673
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,4669,"Emberiza schoeniclus (Linnaeus, 1758)",4669
Emberiza,Emberizidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Emberiza Linnaeus, 1758",0
Eremophila,Alaudidae,Passeriformes,Aves,Animalia,Oiseaux,3681,"Eremophila alpestris (Linnaeus, 1758)",3681
Erithacus,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4001,"Erithacus rubecula (Linnaeus, 1758)",4001
Estrilda,Estrildidae,Passeriformes,Aves,Animalia,Oiseaux,4552,"Estrilda astrild (Linnaeus, 1758)",4552
Euodice,Estrildidae,Passeriformes,Aves,Animalia,Oiseaux,534746,"Euodice malabarica (Linnaeus, 1758)",534746
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,2683,"Falco biarmicus Temminck, 1825",2683
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,2672,"Falco cherrug J.E. Gray, 1834",2672
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,2676,"Falco columbarius Linnaeus, 1758",2676
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,2681,"Falco eleonorae Gene, 1839",2681
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,2666,"Falco naumanni Fleischer, 1818",2666
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,779918,"Falco peregrinus calidus Latham, 1790",779918
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,2938,"Falco peregrinus Tunstall, 1771",2938
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,2679,"Falco subbuteo Linnaeus, 1758",2679
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,2669,"Falco tinnunculus Linnaeus, 1758",2669
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,2674,"Falco vespertinus Linnaeus, 1766",2674
Falco,Falconidae,Falconiformes,Aves,Animalia,Oiseaux,0,"Falco Linnaeus, 1758",0
Ficedula,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4327,"Ficedula albicollis (Temminck, 1815)",4327
Ficedula,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4330,"Ficedula hypoleuca (Pallas, 1764)",4330
Ficedula,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4324,"Ficedula parva (Bechstein, 1792)",4324
Ficedula,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4334,"Ficedula semitorquata (Homeyer, 1885)",4334
Fratercula,Alcidae,Charadriiformes,Aves,Animalia,Oiseaux,3402,"Fratercula arctica (Linnaeus, 1758)",3402
Fringilla,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4564,"Fringilla coelebs Linnaeus, 1758",4564
Fringilla,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4568,"Fringilla montifringilla Linnaeus, 1758",4568
Fringilla,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Fringilla Linnaeus, 1758",0
Fulica,Rallidae,Gruiformes,Aves,Animalia,Oiseaux,3070,"Fulica atra Linnaeus, 1758",3070
Fulmarus,Procellariidae,Procellariiformes,Aves,Animalia,Oiseaux,998,"Fulmarus glacialis (Linnaeus, 1761)",998
Galerida,Alaudidae,Passeriformes,Aves,Animalia,Oiseaux,3656,"Galerida cristata (Linnaeus, 1758)",3656
Galerida,Alaudidae,Passeriformes,Aves,Animalia,Oiseaux,3661,"Galerida theklae (C. L. Brehm, 1858)",3661
Galerida,Alaudidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Galerida Boie, 1828",0
Gallinago,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2543,"Gallinago gallinago (Linnaeus, 1758)",2543
Gallinago,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2549,"Gallinago media (Latham, 1787)",2549
Gallinago,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Gallinago Brisson, 1760",0
Gallinula,Rallidae,Gruiformes,Aves,Animalia,Oiseaux,3059,"Gallinula chloropus (Linnaeus, 1758)",3059
Garrulus,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4466,"Garrulus glandarius (Linnaeus, 1758)",4466
Gavia,Gaviidae,Gaviiformes,Aves,Animalia,Oiseaux,956,"Gavia arctica (Linnaeus, 1758)",956
Gavia,Gaviidae,Gaviiformes,Aves,Animalia,Oiseaux,959,"Gavia immer (Brunnich, 1764)",959
Gavia,Gaviidae,Gaviiformes,Aves,Animalia,Oiseaux,2411,"Gavia stellata (Pontoppidan, 1763)",2411
Gavia,Gaviidae,Gaviiformes,Aves,Animalia,Oiseaux,0,"Gavia J. R. Forster, 1788",0
Gelochelidon,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3332,"Gelochelidon nilotica (Gmelin, 1789)",3332
Glareola,Glareolidae,Charadriiformes,Aves,Animalia,Oiseaux,3129,"Glareola pratincola (Linnaeus, 1766)",3129
Glareola,Glareolidae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Glareola Brisson, 1760",0
Glaucidium,Strigidae,Strigiformes,Aves,Animalia,Oiseaux,3507,"Glaucidium passerinum (Linnaeus, 1758)",3507
Grus,Gruidae,Gruiformes,Aves,Animalia,Oiseaux,3076,"Grus grus (Linnaeus, 1758)",3076
Anthropoides,Gruidae,Gruiformes,Aves,Animalia,Oiseaux,3081,"Grus virgo (Linnaeus, 1758)",348297
Gypaetus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2852,"Gypaetus barbatus (Linnaeus, 1758)",2852
Gyps,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2860,"Gyps fulvus (Hablizl, 1783)",2860
Gyps,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,199338,"Gyps rueppellii (Brehm, 1852)",199338
Haematopus,Haematopodidae,Charadriiformes,Aves,Animalia,Oiseaux,3106,"Haematopus ostralegus Linnaeus, 1758",3106
Haliaeetus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2848,"Haliaeetus albicilla (Linnaeus, 1758)",2848
Himantopus,Recurvirostridae,Charadriiformes,Aves,Animalia,Oiseaux,3112,"Himantopus himantopus (Linnaeus, 1758)",3112
Hippolais,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,4212,"Hippolais icterina (Vieillot, 1817)",4212
Hippolais,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,4215,"Hippolais polyglotta (Vieillot, 1817)",4215
Hirundo,Hirundinidae,Passeriformes,Aves,Animalia,Oiseaux,3696,"Hirundo rustica Linnaeus, 1758",3696
Hydrobates,Hydrobatidae,Procellariiformes,Aves,Animalia,Oiseaux,2419,"Hydrobates pelagicus (Linnaeus, 1758)",2419
Hydrocoloeus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,534748,"Hydrocoloeus minutus (Pallas, 1776)",534748
Hydroprogne,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3336,"Hydroprogne caspia (Pallas, 1770)",3336
Ixobrychus,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2477,"Ixobrychus minutus (Linnaeus, 1766)",2477
Jynx,Picidae,Piciformes,Aves,Animalia,Oiseaux,3595,"Jynx torquilla Linnaeus, 1758",3595
Lagopus,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,534782,"Lagopus muta pyrenaica Hartert, 1921",534782
Lagopus,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,459629,"Lagopus muta (Montin, 1776)",459629
Lanius,Laniidae,Passeriformes,Aves,Animalia,Oiseaux,3807,"Lanius collurio Linnaeus, 1758",3807
Lanius,Laniidae,Passeriformes,Aves,Animalia,Oiseaux,3814,"Lanius excubitor Linnaeus, 1758",3814
Lanius,Laniidae,Passeriformes,Aves,Animalia,Oiseaux,459630,"Lanius isabellinus Hemprich & Ehrenberg, 1833",459630
Lanius,Laniidae,Passeriformes,Aves,Animalia,Oiseaux,199409,"Lanius meridionalis Temminck, 1820",199409
Lanius,Laniidae,Passeriformes,Aves,Animalia,Oiseaux,3811,"Lanius minor Gmelin, 1788",3811
Lanius,Laniidae,Passeriformes,Aves,Animalia,Oiseaux,4463,"Lanius senator badius Hartlaub, 1854",4463
Lanius,Laniidae,Passeriformes,Aves,Animalia,Oiseaux,4462,"Lanius senator senator Linnaeus, 1758",4462
Lanius,Laniidae,Passeriformes,Aves,Animalia,Oiseaux,4460,"Lanius senator Linnaeus, 1758",4460
Lanius,Laniidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Lanius Linnaeus, 1758",0
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3302,"Larus argentatus Pontoppidan, 1763",3302
Leucophaeus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,627332,"Larus atricilla Linnaeus, 1758",3270
Ichthyaetus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,627743,"Larus audouinii Payraudeau, 1826",3287
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3289,"Larus cachinnans Pallas, 1811",3289
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3293,"Larus canus Linnaeus, 1758",3293
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3278,"Larus delawarensis Ord, 1815",3278
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,442022,"Larus dominicanus Lichtenstein, 1823",442022
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3299,"Larus fuscus fuscus Linnaeus, 1758",3299
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3300,"Larus fuscus graellsii Brehm, 1857",3300
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3301,"Larus fuscus intermedius Schioler, 1922",3301
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3297,"Larus fuscus Linnaeus, 1758",3297
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3307,"Larus glaucoides Meyer, 1822",3307
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3309,"Larus hyperboreus Gunnerus, 1767",3309
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3311,"Larus marinus Linnaeus, 1758",3311
Ichthyaetus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,627745,"Larus melanocephalus Temminck, 1820",3272
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,199374,"Larus michahellis Naumann, 1840",199374
Leucophaeus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,627334,"Larus pipixcan Wagler, 1831",3276
Larus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Larus Linnaeus, 1758",0
Leiothrix,Leiothrichidae,Passeriformes,Aves,Animalia,Oiseaux,444425,"Leiothrix lutea (Scopoli, 1786)",444425
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,828816,"Limicola falcinellus (Pontoppidan, 1763)",2920
Limnodromus,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2554,"Limnodromus scolopaceus (Say, 1823)",2554
Limosa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2568,"Limosa lapponica (Linnaeus, 1758)",2568
Limosa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2567,"Limosa limosa islandica Brehm, 1831",2567
Limosa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2563,"Limosa limosa (Linnaeus, 1758)",2563
Limosa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Limosa Brisson, 1760",0
Locustella,Locustellidae,Passeriformes,Aves,Animalia,Oiseaux,4161,"Locustella certhiola (Pallas, 1811)",4161
Locustella,Locustellidae,Passeriformes,Aves,Animalia,Oiseaux,4170,"Locustella fluviatilis (Wolf, 1810)",4170
Locustella,Locustellidae,Passeriformes,Aves,Animalia,Oiseaux,4172,"Locustella luscinioides (Savi, 1824)",4172
Locustella,Locustellidae,Passeriformes,Aves,Animalia,Oiseaux,4167,"Locustella naevia (Boddaert, 1783)",4167
Locustella,Locustellidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Locustella Kaup, 1829",0
Lophodytes,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,199311,"Lophodytes cucullatus (Linnaeus, 1758)",199311
Lophophanes,Paridae,Passeriformes,Aves,Animalia,Oiseaux,534750,"Lophophanes cristatus (Linnaeus, 1758)",534750
Loxia,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4603,"Loxia curvirostra Linnaeus, 1758",4603
Loxia,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4607,"Loxia pytyopsittacus Borkhausen, 1793",4607
Lullula,Alaudidae,Passeriformes,Aves,Animalia,Oiseaux,3670,"Lullula arborea (Linnaeus, 1758)",3670
Luscinia,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4013,"Luscinia megarhynchos C. L. Brehm, 1831",4013
Luscinia,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4027,"Luscinia svecica cyanecula (Wolf, 1810)",4027
Luscinia,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4028,"Luscinia svecica namnetum Mayaud, 1934",4028
Luscinia,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4023,"Luscinia svecica (Linnaeus, 1758)",4023
Lymnocryptes,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2538,"Lymnocryptes minimus (Brunnich, 1764)",2538
Marmaronetta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1980,"Marmaronetta angustirostris (Menetries, 1832)",1980
Melanitta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2801,"Melanitta fusca (Linnaeus, 1758)",2801
Melanitta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2794,"Melanitta nigra (Linnaeus, 1758)",2794
Melanitta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2798,"Melanitta perspicillata (Linnaeus, 1758)",2798
Melanitta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,0,"Melanitta Boie, 1822",0
Melanocorypha,Alaudidae,Passeriformes,Aves,Animalia,Oiseaux,3644,"Melanocorypha calandra (Linnaeus, 1766)",3644
Melopsittacus,Psittaculidae,Psittaciformes,Aves,Animalia,Oiseaux,442064,"Melopsittacus undulatus (Shaw, 1805)",442064
Mergellus,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,199312,"Mergellus albellus (Linnaeus, 1758)",199312
Mergus,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2818,"Mergus merganser Linnaeus, 1758",2818
Mergus,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2816,"Mergus serrator Linnaeus, 1758",2816
