Genre,Famille,Ordre,Classe,Règne,Groupe_Grand_Public,CD_REF,Nom scientifique,CD_NOM
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219762,"Polyommatus escheri (Hubner, 1823)",219762
Lysandra,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54267,"Polyommatus hispana (Herrich-Schaffer, 1852)",219770
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54279,"Polyommatus icarus (Rottemburg, 1775)",54279
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219771,"Polyommatus ripartii (Freyer, 1830)",219771
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219765,"Polyommatus thersites (Cantener, 1835)",219765
Polyommatus,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Polyommatus Latreille, 1804",0
Polysarcus,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65641,"Polysarcus denticauda (Charpentier, 1825)",65641
Polysarcus,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65639,"Polysarcus scutatus (Brunner von Wattenwyl, 1882)",65639
Pontia,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54366,"Pontia callidice (Hubner, 1800)",54366
Pontia,Pieridae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54362,"Pontia daplidice (Linnaeus, 1758)",54362
Prionotropis,Pamphagidae,Orthoptera,Insecta,Animalia,Insectes et araignees,814441,"Prionotropis hystrix azami Uvarov, 1923",66051
Pseudochorthippus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,837913,"Pseudochorthippus montanus (Charpentier, 1825)",837913
Pseudochorthippus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,837871,"Pseudochorthippus parallelus erythropus (Faber, 1958)",837871
Pseudochorthippus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,837870,"Pseudochorthippus parallelus parallelus (Zetterstedt, 1821)",837870
Pseudochorthippus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,837869,"Pseudochorthippus parallelus (Zetterstedt, 1821)",837869
Pseudomogoplistes,Mogoplistidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65960,"Pseudomogoplistes squamiger (Fischer, 1853)",65960
Pseudophilotes,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54055,"Pseudophilotes baton (Bergstrasser, 1779)",54055
Psophus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66178,"Psophus stridulus (Linnaeus, 1758)",66178
Pteronemobius,Trigonidiidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65934,"Pteronemobius heydenii (Fischer, 1853)",65934
Pteronemobius,Trigonidiidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65935,"Pteronemobius lineolatus (Brulle, 1835)",65935
Pyrgomorpha,Pyrgomorphidae,Orthoptera,Insecta,Animalia,Insectes et araignees,535778,"Pyrgomorpha conica conica (Olivier, 1791)",535778
Pyrgomorpha,Pyrgomorphidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66284,"Pyrgomorpha conica (Olivier, 1791)",66284
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53229,"Pyrgus alveus (Hubner, 1803)",53229
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53262,"Pyrgus andromedae (Wallengren, 1853)",53262
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53236,"Pyrgus armoricanus (Oberthur, 1910)",53236
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53240,"Pyrgus bellieri (Oberthur, 1910)",219745
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53264,"Pyrgus cacaliae (Rambur, 1839)",53264
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53246,"Pyrgus carlinae (Rambur, 1839)",53246
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219743,"Pyrgus carthami (Hubner, 1813)",219743
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53248,"Pyrgus cirsii (Rambur, 1839)",53248
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53221,"Pyrgus malvae (Linnaeus, 1758)",53221
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219744,"Pyrgus malvoides (Elwes & Edwards, 1897)",219744
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53251,"Pyrgus onopordi (Rambur, 1839)",53251
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53242,"Pyrgus serratulae (Rambur, 1839)",53242
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53258,"Pyrgus sidae (Esper, 1784)",53258
Pyrgus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Pyrgus Hubner, 1819",0
Pyronia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53693,"Pyronia bathseba (Fabricius, 1793)",53693
Pyronia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53697,"Pyronia cecilia (Vallantin, 1894)",53697
Pyronia,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,608405,"Pyronia tithonus (Linnaeus, 1771)",608405
Pyrrhosoma,Coenagrionidae,Odonata,Insecta,Animalia,Insectes et araignees,65101,"Pyrrhosoma nymphula (Sulzer, 1776)",65101
Ramburiella,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66075,"Ramburiella hispanica (Rambur, 1838)",66075
Rhacocleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,536045,"Rhacocleis annulata Fieber, 1853",536045
Rhacocleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65759,"Rhacocleis poneli Harz & Voisin, 1987",65759
Rhacocleis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Rhacocleis Fieber, 1853",0
Roeseliana,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,837840,"Roeseliana azami azami (Finot, 1892)",837840
Roeseliana,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,593262,"Roeseliana azami (Finot, 1892)",593262
Roeseliana,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,593263,"Roeseliana roeselii (Hagenbach, 1822)",593263
Ruspolia,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65882,"Ruspolia nitidula (Scopoli, 1786)",65882
Saga,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65680,"Saga pedo (Pallas, 1771)",65680
Satyrium,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219760,"Satyrium acaciae (Fabricius, 1787)",219760
Satyrium,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219759,"Satyrium esculi (Hubner, 1804)",219759
Satyrium,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219758,"Satyrium ilicis (Esper, 1779)",219758
Satyrium,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219756,"Satyrium pruni (Linnaeus, 1758)",219756
Satyrium,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219757,"Satyrium spini (Denis & Schiffermuller, 1775)",219757
Satyrium,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219755,"Satyrium w-album (Knoch, 1782)",219755
Satyrium,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Satyrium Scudder, 1876",0
Satyrus,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53356,"Satyrus actaea (Esper, 1781)",53356
Satyrus,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53358,"Satyrus ferula (Fabricius, 1793)",53358
Satyrus,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Satyrus Latreille, 1810",0
Scolitantides,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54065,"Scolitantides orion (Pallas, 1771)",54065
Selysiothemis,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,884487,"Selysiothemis nigra (Vander Linden, 1825)",884487
Sepiana,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65728,"Sepiana sepium (Yersin, 1854)",65728
Somatochlora,Corduliidae,Odonata,Insecta,Animalia,Insectes et araignees,65391,"Somatochlora alpestris (Selys, 1840)",65391
Somatochlora,Corduliidae,Odonata,Insecta,Animalia,Insectes et araignees,65397,"Somatochlora arctica (Zetterstedt, 1840)",65397
Somatochlora,Corduliidae,Odonata,Insecta,Animalia,Insectes et araignees,65395,"Somatochlora flavomaculata (Vander Linden, 1825)",65395
Somatochlora,Corduliidae,Odonata,Insecta,Animalia,Insectes et araignees,309409,"Somatochlora meridionalis Nielsen, 1935",309409
Somatochlora,Corduliidae,Odonata,Insecta,Animalia,Insectes et araignees,65393,"Somatochlora metallica (Vander Linden, 1825)",65393
Somatochlora,Corduliidae,Odonata,Insecta,Animalia,Insectes et araignees,0,"Somatochlora Selys, 1871",0
Sorapagus,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,837855,"Sorapagus catalaunicus (Bolivar, 1898)",837855
Sphingonotus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66201,"Sphingonotus caerulans caerulans (Linnaeus, 1767)",66201
Sphingonotus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66200,"Sphingonotus caerulans (Linnaeus, 1767)",66200
Sphingonotus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,349346,"Sphingonotus corsicus Chopard, 1923",349346
Sphingonotus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66205,"Sphingonotus uvarovi Chopard, 1923",66205
Sphingonotus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Sphingonotus Fieber, 1853",0
Spialia,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53269,"Spialia sertorius (Hoffmannsegg, 1804)",53269
Stauroderus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66129,"Stauroderus scalaris (Fischer von Waldheim, 1846)",66129
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66107,"Stenobothrus cotticus Kruseman & Jeekel, 1967",66107
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66099,"Stenobothrus festivus Bolivar, 1887",66099
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,432560,"Stenobothrus fischeri glaucescens Bolivar, 1897",432560
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66101,"Stenobothrus fischeri (Eversmann, 1848)",66101
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66095,"Stenobothrus grammicus Cazurro y Ruiz, 1888",66095
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66100,"Stenobothrus lineatus (Panzer, 1796)",66100
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66102,"Stenobothrus nigromaculatus (Herrich-Schaffer, 1840)",66102
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66106,"Stenobothrus rubicundulus Kruseman & Jeekel, 1967",66106
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,66103,"Stenobothrus stigmaticus (Rambur, 1838)",66103
Stenobothrus,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Stenobothrus Fischer, 1853",0
Stethophyma,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,65487,"Stethophyma grossum (Linnaeus, 1758)",65487
Sympecma,Lestidae,Odonata,Insecta,Animalia,Insectes et araignees,65192,"Sympecma fusca (Vander Linden, 1820)",65192
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65312,"Sympetrum danae (Sulzer, 1776)",65312
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65318,"Sympetrum depressiusculum (Selys, 1841)",65318
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65327,"Sympetrum flaveolum (Linnaeus, 1758)",65327
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65335,"Sympetrum fonscolombii (Selys, 1840)",65335
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65339,"Sympetrum meridionale (Selys, 1841)",65339
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65308,"Sympetrum pedemontanum (O.F. Muller in Allioni, 1766)",65308
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65322,"Sympetrum sanguineum (O.F. Muller, 1764)",65322
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65344,"Sympetrum striolatum (Charpentier, 1840)",65344
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,65348,"Sympetrum vulgatum (Linnaeus, 1758)",65348
Sympetrum,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,0,"Sympetrum Newman, 1833",0
Tessellana,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,837838,"Tessellana tessellata (Charpentier, 1825)",837838
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66028,"Tetrix bipunctata (Linnaeus, 1758)",66028
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66029,"Tetrix bolivari Saulcy in Azam, 1901",66029
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66030,"Tetrix ceperoi (Bolivar, 1887)",66030
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66039,"Tetrix depressa Brisout de Barneville, 1848",66039
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,407259,"Tetrix kraussi Saulcy, 1889",407259
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66032,"Tetrix subulata (Linnaeus, 1758)",66032
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,593311,"Tetrix tenuicornis (Sahlberg, 1891)",593311
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66035,"Tetrix tuerki (Krauss, 1876)",66035
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,917952,"Tetrix undulata gavoyi Saulcy in Azam, 1901",837864
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66036,"Tetrix undulata undulata (Sowerby, 1806)",837863
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,66036,"Tetrix undulata (Sowerby, 1806)",66036
Tetrix,Tetrigidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Tetrix Latreille, 1802",0
Tettigonia,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65869,"Tettigonia cantans (Fuessly, 1775)",65869
Tettigonia,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65774,"Tettigonia viridissima (Linnaeus, 1758)",65774
Tettigonia,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Tettigonia Linnaeus, 1758",0
Thecla,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54319,"Thecla betulae (Linnaeus, 1758)",54319
Thymelicus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53320,"Thymelicus acteon (Rottemburg, 1775)",53320
Thymelicus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219741,"Thymelicus lineola (Ochsenheimer, 1808)",219741
Thymelicus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,219742,"Thymelicus sylvestris (Poda, 1761)",219742
Thymelicus,Hesperiidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Thymelicus Hubner, 1819",0
Thyreonotus,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65762,"Thyreonotus corsicus corsicus (Rambur, 1838)",65762
Thyreonotus,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,593323,"Thyreonotus corsicus (Rambur, 1838)",593323
Tomares,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,54312,"Tomares ballus (Fabricius, 1787)",54312
Trigonidium,Trigonidiidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65947,"Trigonidium cicindeloides Rambur, 1838",65947
Trithemis,Libellulidae,Odonata,Insecta,Animalia,Insectes et araignees,199692,"Trithemis annulata (Palisot de Beauvois, 1807)",199692
Tylopsis,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65618,"Tylopsis lilifolia (Fabricius, 1793)",65618
Uromenus,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65676,"Uromenus brevicollis insularis (Chopard, 1923)",65676
Uromenus,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65677,"Uromenus rugosicollis (Audinet Serville, 1838)",65677
Vanessa,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53741,"Vanessa atalanta (Linnaeus, 1758)",53741
Vanessa,Nymphalidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,53747,"Vanessa cardui (Linnaeus, 1758)",53747
Xya,Tridactylidae,Orthoptera,Insecta,Animalia,Insectes et araignees,240285,"Xya variegata Latreille, 1809",240285
Yersinella,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,268437,"Yersinella beybienkoi La Greca, 1974",268437
Yersinella,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65752,"Yersinella raymondii (Yersin, 1860)",65752
Zerynthia,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,8267,"Zerynthia polyxena (Denis & Schiffermuller, 1775)",8267
Zerynthia,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,8268,"Zerynthia rumina (Linnaeus, 1758)",8268
Zerynthia,Papilionidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Zerynthia Ochsenheimer, 1816",0
Zeuneriana,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,65726,"Zeuneriana abbreviata (Audinet-Serville, 1838)",65726
,Tettigoniidae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Conocephalinae Burmeister, 1838",0
,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Gomphocerinae Fieber, 1853",0
,Acrididae,Orthoptera,Insecta,Animalia,Insectes et araignees,0,"Oedipodinae Walker, 1871",0
,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Polyommatinae Swainson, 1827",0
,Lycaenidae,Lepidoptera,Insecta,Animalia,Insectes et araignees,0,"Theclinae Butler, 1869",0
Ammotragus,Bovidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61107,"Ammotragus lervia (Pallas, 1777)",61107
Apodemus,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,61498,"Apodemus flavicollis (Melchior, 1834)",61498
Apodemus,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,61510,"Apodemus sylvaticus (Linnaeus, 1758)",61510
Apodemus,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,0,"Apodemus Kaup, 1829",0
Arvicola,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61258,"Arvicola sapidus Miller, 1908",61258
Arvicola,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61281,"Arvicola scherman (Shaw, 1801)",61275
Arvicola,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,0,"Arvicola Lacepede, 1799",0
Callosciurus,Sciuridae,Rodentia,Mammalia,Animalia,Mammiferes,61174,"Callosciurus erythraeus (Pallas, 1779)",61174
Canis,Canidae,Carnivora,Mammalia,Animalia,Mammiferes,162663,"Canis familiaris Linnaeus, 1758",162663
Canis,Canidae,Carnivora,Mammalia,Animalia,Mammiferes,60577,"Canis lupus Linnaeus, 1758",60577
Canis,Canidae,Carnivora,Mammalia,Animalia,Mammiferes,0,"Canis Linnaeus, 1758",0
Capra,Bovidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61098,"Capra ibex Linnaeus, 1758",61098
Capra,Bovidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61100,"Capra pyrenaica Schinz, 1838",61100
Capreolus,Cervidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61057,"Capreolus capreolus (Linnaeus, 1758)",61057
Castor,Castoridae,Rodentia,Mammalia,Animalia,Mammiferes,61212,"Castor fiber Linnaeus, 1758",61212
Cervus,Cervidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61000,"Cervus elaphus Linnaeus, 1758",61000
Cervus,Cervidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61025,"Cervus nippon Temminck, 1838",61025
Chionomys,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61283,"Chionomys nivalis (Martins, 1842)",61283
Cricetus,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61458,"Cricetus cricetus (Linnaeus, 1758)",61458
Crocidura,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60176,"Crocidura leucodon (Hermann, 1780)",60176
Crocidura,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60205,"Crocidura russula (Hermann, 1780)",60205
Crocidura,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,899768,"Crocidura suaveolens auct. non (Pallas, 1811)",60187
Crocidura,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,0,"Crocidura Wagler, 1832",0
Dama,Cervidae,Cetartiodactyla,Mammalia,Animalia,Mammiferes,61028,"Dama dama (Linnaeus, 1758)",61028
Eliomys,Gliridae,Rodentia,Mammalia,Animalia,Mammiferes,61618,"Eliomys quercinus (Linnaeus, 1766)",61618
Erinaceus,Erinaceidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60015,"Erinaceus europaeus Linnaeus, 1758",60015
Felis,Felidae,Carnivora,Mammalia,Animalia,Mammiferes,60595,"Felis catus Linnaeus, 1758",60595
Felis,Felidae,Carnivora,Mammalia,Animalia,Mammiferes,79306,"Felis silvestris Schreber, 1775",79306
Felis,Felidae,Carnivora,Mammalia,Animalia,Mammiferes,0,"Felis Linnaeus, 1758",0
Galemys,Talpidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60243,"Galemys pyrenaicus (E. Geoffroy Saint-Hilaire, 1811)",60243
Genetta,Viverridae,Carnivora,Mammalia,Animalia,Mammiferes,60831,"Genetta genetta (Linnaeus, 1758)",60831
Glis,Gliridae,Rodentia,Mammalia,Animalia,Mammiferes,61648,"Glis glis (Linnaeus, 1766)",61648
Lepus,Leporidae,Lagomorpha,Mammalia,Animalia,Mammiferes,61678,"Lepus europaeus Pallas, 1778",61678
Lepus,Leporidae,Lagomorpha,Mammalia,Animalia,Mammiferes,61697,"Lepus granatensis Rosenhauer, 1856",61697
Lepus,Leporidae,Lagomorpha,Mammalia,Animalia,Mammiferes,61699,"Lepus timidus Linnaeus, 1758",61699
Lepus,Leporidae,Lagomorpha,Mammalia,Animalia,Mammiferes,0,"Lepus Linnaeus, 1758",0
Lutra,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,60630,"Lutra lutra (Linnaeus, 1758)",60630
Lynx,Felidae,Carnivora,Mammalia,Animalia,Mammiferes,60612,"Lynx lynx (Linnaeus, 1758)",60612
Marmota,Sciuridae,Rodentia,Mammalia,Animalia,Mammiferes,61143,"Marmota marmota (Linnaeus, 1758)",61143
Martes,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,60674,"Martes foina (Erxleben, 1777)",60674
Martes,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,60658,"Martes martes (Linnaeus, 1758)",60658
Martes,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,0,"Martes Pinel, 1792",0
Meles,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,60636,"Meles meles (Linnaeus, 1758)",60636
Micromys,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,61543,"Micromys minutus (Pallas, 1771)",61543
Microtus,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61357,"Microtus agrestis (Linnaeus, 1761)",61357
Microtus,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61379,"Microtus arvalis (Pallas, 1778)",61379
Microtus,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61392,"Microtus duodecimcostatus (de Selys-Longchamps, 1839)",61392
Microtus,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61412,"Microtus lusitanicus (Gerbe, 1879)",61412
Microtus,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61418,"Microtus multiplex (Fatio, 1905)",61418
Microtus,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61402,"Microtus pyrenaicus (de Selys-Longchamps, 1847)",61402
Microtus,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61425,"Microtus subterraneus (de Selys-Longchamps, 1836)",61425
Microtus,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,0,"Microtus Schrank, 1798",0
Mus,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,61568,"Mus musculus Linnaeus, 1758",61568
Mus,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,61580,"Mus spretus Lataste, 1883",61580
Mus,Muridae,Rodentia,Mammalia,Animalia,Mammiferes,0,"Mus Linnaeus, 1758",0
Muscardinus,Gliridae,Rodentia,Mammalia,Animalia,Mammiferes,61636,"Muscardinus avellanarius (Linnaeus, 1758)",61636
Mustela,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,60686,"Mustela erminea Linnaeus, 1758",60686
Mustela,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,199752,"Mustela furo Linnaeus, 1758",199752
Mustela,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,60716,"Mustela nivalis Linnaeus, 1766",60716
Mustela,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,60731,"Mustela putorius Linnaeus, 1758",60731
Mustela,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,60746,"Mustela vison Schreber, 1777",60746
Mustela,Mustelidae,Carnivora,Mammalia,Animalia,Mammiferes,0,"Mustela Linnaeus, 1758",0
Myocastor,Echimyidae,Rodentia,Mammalia,Animalia,Mammiferes,61667,"Myocastor coypus (Molina, 1782)",61667
Clethrionomys,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61290,"Myodes glareolus (Schreber, 1780)",459639
Neomys,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,60127,"Neomys fodiens (Pennant, 1771)",60127
Neomys,Soricidae,Eulipotyphla,Mammalia,Animalia,Mammiferes,0,"Neomys Kaup, 1829",0
Ondatra,Cricetidae,Rodentia,Mammalia,Animalia,Mammiferes,61448,"Ondatra zibethicus (Linnaeus, 1766)",61448
Oryctolagus,Leporidae,Lagomorpha,Mammalia,Animalia,Mammiferes,61714,"Oryctolagus cuniculus (Linnaeus, 1758)",61714
